"Image","Actual word","Kernel size","Kernel type","Iterations","Without Filter","Opening","Closing","Erosion","Dilation","OC","CO","OCO","COC","Sharpened"
"1294.jpeg","they",2,0,1,"they","they","they","they","they","they","they","they","they","they"
"1295.jpeg","pleasure",2,0,1,"pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure"
"1296.png","Direct",2,0,1,"Direct","Direct","Direct","Direct","Direct","Direct","Direct","Direct","Direct","tirect"
"1297.jpeg","sense",2,0,1,"sense","sense","sense","sense","sense","sense","sense","sense","sense","sense"
"1298.png","editor.",2,0,1,,,,,,,,,,
"1299.jpeg","(in",2,0,1,"(in","(in","(in","(in",,"(in","(in","(in","(in",
"13.png","Courts",2,0,1,"oe om = 8 eh
w2LiPes","Oreltist","f * ms gh
CLT ES",,"Oreitiss","Oreitist","(Courts","are.
(oourTs","R ei idl &

r<S","{- oom « wade
Preiss"
"130.png","during",2,0,1,"during","during","during","during","during","during","during","during","during","during"
"1300.jpeg","QUEENSWARE",2,0,1,"QUEENSWARE","QUEENSWARE","QUEENSWARE","QUEENSWARE","QUEENSWARE","QUEENSWARE","QUEENSWAPRE","QUEENSWARE","QUEENSWARE","QUEENSWARE"
"1301.jpeg","it,",2,0,1,"it,","it,","it,","it,",,,,,,"it,"
"1302.jpeg","know",2,0,1,"byow","bya","bya","byow","by oz","byow","byow","hbyow","hbyow","byow"
"1303.jpeg","the",2,0,1,,"the","the",,"the","the","the","the","the",
"1304.png","he",2,0,1,"ne","ne","ne","ne","ne","ne","ne","he","ne","ne"
"1305.png","Nos.",2,0,1,"NOS.","NOS.","NOS.","NOS.","NOS.","NOS.","NOS.","NiOS.","NiOS.","NIOS."
"1306.jpeg","There",2,0,1,"There","There","There","There","There","There","There","There","There","There"
"1307.png","Discuss",2,0,1,,"Pyiscuss","Pyiscuss",,"Pyiscuss","Pyiscuss","Pyiscuss","Pyiscuss","Pyiscuss",
"1308.png","Describe",2,0,1,,,,,,,,,,
"1309.png",12,2,0,1,,,,,,,,,,
"131.jpeg","never]",2,0,1,"never]","never]","never]","never]","never]","never]","never]","never]","never]","never]"
"1310.jpeg","culpable",2,0,1,"culpable","culpable","culpable","culpable","culpable","culpable","culpable","culpable","culpable","culpable"
"1311.jpeg","even",2,0,1,"even","even","even","even","even","even","even","eVeN","evVeN","eVeNn"
"1312.jpeg","CHRISTIAN",2,0,1,,,,,,,,,,
"1313.jpeg","(so",2,0,1,"(so","(so","(so","(so","(so","(so","(so","(so","(so","(so"
"1314.jpeg","LITTLE",2,0,1,"(WTLE","{TLE","(TLE","LITLE","(WTLE",,,,,"LITTLE"
"1315.jpeg","NECESSARILY",2,0,1,"NECESSARILY","NECESSARILY","NECESSARILY","NECESSARILY","NECESSARILY","NECESSARI Y","NECESSARI Y","NECESSARI Y","NECESSARI Y","NECESSARILY"
"1316.png","the",2,0,1,"tne","tne","tne","tne","tne",,,,,"tne"
"1317.png","No.",2,0,1,"NO.","NO.","NO.","NO.","NO.","NO.","NO.","NO.","NO.","NO."
"1318.png","(c)",2,0,1,,,,,,,,,,
"1319.png","company,",2,0,1,"Company,","company,","company,","company,",,"company,","company,","company,","company,","Company,"
"132.png"," ",2,0,1,,,,,,,,,,
"1320.png","types",2,0,1,,,,,,,,,,
"1321.jpeg","WASHINGTON",2,0,1,"WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON","WASHINGTON"
"1322.jpeg","ages",2,0,1,"ages","ages","ages","ages","ages","ages","ages","ages","ages","ages"
"1323.png","should",2,0,1,,,,,,,,,,
"1324.jpeg","one }",2,0,1,"one }","one }","one }","one }","one }","one }","one }","one }","one }","one}"
"1325.jpeg","willing",2,0,1,"willing","willing","willing","willing","willing","willing","willing","willing","willing","willing"
"1326.png","on",2,0,1,,,,,,,,,,
"1327.jpeg","money",2,0,1,"money","money","money","money","money","money","money","money","money","money"
"1328.png","concentrating",2,0,1,"concentrating","concentrating","concentrating","concentrating","concentrating","concentrating","concentrating","concentrating","concentrating","concentrating"
"1329.jpeg","with",2,0,1,"with","with","with","with","with","with","with","mith","mith","with"
"133.png","premises",2,0,1,,,"premises",,"premises","premises","premises","premises","premises",
"1330.jpeg","IN",2,0,1,,,,,,,,,,
"1331.jpeg","under""",2,0,1,"under""","under""","under""","under""","under""","under""","under""","under""","under""","under"""
"1332.png","redesigning’",2,0,1,"redesigning’","redesigning’","redesigning’","redesigning’","redesigning’","redesigning’","redesigning’","redesigning’","redesigning’","reaesigning’"
"1333.jpeg","studded",2,0,1,"studded","stiidded","studded","studded","ctiidded","etiidded","etiidded","etiiddec","etiiddecd","studded"
"1334.jpeg","the",2,0,1,,"the","the",,"the","the","the","the","the",
"1335.png","(2)",2,0,1,,,,,,,,,,
"1336.png","advantages",2,0,1,"aavantages","aavantages","aavantages","aavantages","aavantages","advantages","advantages","advantages","advantages","aavantages"
"1337.jpeg","natural",2,0,1,"natural","natural","natural","natural","natural","natural","natural","notura!","notura!","natural"
"1338.png","Downsizing",2,0,1,"DOWNSIZING","Downsizing","Downsizing","Downsizing","Downsizing","Downsizing","Downsizing","Downsizing","Downsizing","LIOWNSIZING"
"1339.png","indicate",2,0,1,,,,"#NAME?",,,,,,
"134.png","are",2,0,1,,,,"2)
=",,,,,,
"1340.jpeg","last",2,0,1,"last","last","last","last","last","last","last","last","last","last"
"1341.png","help",2,0,1,"nelp","help","help","help","nelp",,,,,"nelp"
"1342.png",25,2,0,1,,,,,,,,,,
"1343.png","basis",2,0,1,,"hasis","hasis",,"hasis","hasis","hasis","hasis","hasis","hasis"
"1344.jpeg","those",2,0,1,"those","those","those","those","those","those","those","thoce","thoce","those"
"1345.png","Distinguish",2,0,1,"Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish","Distinguish"
"1346.jpeg","soon",2,0,1,"soon","soon","soon","soon","soon","soon","soon","soon","soon","soon"
"1347.jpeg","so",2,0,1,"SO","SO","SO","SO","SO","Cn","Cn",,,"SO"
"1348.png","mutual",2,0,1,"mutual!","mutual","mutual","mutual","mutual","mutual","mutual","mutual","mutual","mutua!}"
"1349.jpeg","the-",2,0,1,"the-","the-","the-","the-","the-","the-","the-","the-","the-","the-"
"135.jpeg","for",2,0,1,,,,,,,,,,
"1350.png","department.",2,0,1,"departm

ent.",,,,,,,,,"departm

ent."
"1351.png","Enlist",2,0,1,,,,,,,,,,
"1352.png","truck",2,0,1,,,,,,,,,,
"1353.png","attempt",2,0,1,,,"attempt",,"attempt",,,,,"attempt"
"1354.png","Relation",2,0,1,,,,,,,,,,
"1355.png","(j)",2,0,1,,,,,,,,,,
"1356.png","company.",2,0,1,"Compal y.","company.","company.","company.","Company.","company.","company.","company.","company.","Combalny."
"1357.jpeg","( troops",2,0,1,"( troops","( troops","( troops","( troops","( troops","( troops","( troops","( troops","( troops","( troops"
"1358.png","Any",2,0,1,"Any","Any","Any","Any","Any","Any","Any","Any","Any","Any"
"1359.jpeg","road",2,0,1,"road","road","road","road","road","road","road","road","road","road"
"136.jpeg","men",2,0,1,"Weve","Wien","WievH","wmevi","Wlev","Wev","Weve","Wiey","Wiey","We"
"1360.png","of",2,0,1,"OT",,,,"Ot",,,,,"OT"
"1361.jpeg","lost",2,0,1,"lost","lost","lost","lost","lost","lost","lost","lost","lost","lost"
"1362.png","question",2,0,1,,,,,,,,,,
"1363.jpeg","proportion",2,0,1,"proportion","proportion","proportion","proportion","proportion","proportion","proportion","proportion","proportion","proportion"
"1364.png","of",2,0,1,"of","of","of","of","of","of","of",,,"ot"
"1365.jpeg","find",2,0,1,"find",,,"find",,,,,,"find"
"1366.png","desperate",2,0,1,"gesperate","desperate","desperate","gesperate","desperate","desperate","desperate","desperate","desperate","desperate"
"1367.png","consistent",2,0,1,,"consistent","consistent",,"consistent","consistent","consistent","consistent","consistent","consistent"
"1368.jpeg","please",2,0,1,"please","please","please","please","please","please","please","please","please","please"
"1369.png","by",2,0,1,"DY","DY","DY","DY","DY","DY","DY","DY","DY","OV"
"137.png","importance",2,0,1,"importance","importance","importance","importance","importance","importance","importance","importance","importance","importance"
"1370.jpeg","he",2,0,1,"he","he","he","he","he","he","he","he","he","he"
"1371.png","age",2,0,1,"age","age","age","age","age","age","age","age","age","aue"
"1372.png","for",2,0,1,"+ tO",,,,"+ tO","mie","mie","t TO","t TO","mie"
"1373.png","sale",2,0,1,,,,,,"sale","sale","sale","sale",
"1374.png","cinema",2,0,1,"cinema","cinema","cinema","cinema","cinema","cinema","cinema","cinema","cinema","cinema"
"1375.png","the",2,0,1,,,,,,,,,,
"1376.jpeg","me",2,0,1,,,,,"me",,,,,"me"
"1377.png","the",2,0,1,"tne",,,,"the",,,,,"the"
"1378.png","was",2,0,1,,,,,,,,,,
"1379.jpeg","its",2,0,1,"its","its","its","ifs","its",,,,,"its"
"138.jpeg","HISTORY",2,0,1,"HISTORY","HISTORY","HISTORY","HISTORY","HISTORY","HISTORY","HISTORY","HISTORY","HISTORY","HISTORY"
"1380.jpeg","97`",2,0,1,"Q7*","97*",97,"97*","Q7*","97 *","Q7*","97*","97*","Q7*"
"1381.png","context",2,0,1,,,,,,,,,,
"1382.png","exporters.",2,0,1,"porters.",,,,,"exporters.","exporters.","exporters.","exporters.",
"1383.jpeg","Relict",2,0,1,"Relict","Relict","Relict","Relict","Relict","Relict","Relict","Relict","Relict","Relict"
"1384.jpeg","Mice",2,0,1,"Mice","Mice","Mice","Mice","Nice","Mice","Mice","Mice","Mice","Mice"
"1385.jpeg","my",2,0,1,"my","MY","MY","my","MY","My","MY","my","my","my"
"1386.png","validate",2,0,1,,,,,,,,,,
"1387.jpeg","Little_",2,0,1,"Little","Little _","Little _","Little _","Little _","Little |","Little |","Little ©","Little ©","Little _"
"1388.png",20,2,0,1,,,,,,,,,,
"1389.jpeg","are",2,0,1,"ave","are","are","are","are","Are","Are","Are","Are","are"
"139.jpeg","( out",2,0,1,"( out","( out","( out","( out","( out","( out","( out","( out","( out","( out"
"1390.jpeg","Mr]",2,0,1,"Mr]","Mr]","Mr]","Mr]","Mr]","Mr]","Mr]","Mr]","Mr]","Mr]"
"1391.jpeg","granted",2,0,1,"granted","granted","granted","granted","granted","granted","granted","grantec","qgrantec","granted"
"1392.png","the",2,0,1,"tne","tne","tne","tne","tne","tne","the",,,"tne"
"1393.png","questions",2,0,1,"questions","questions","questions","questions","questions","questions","questions","questions","questions","questions"
"1394.jpeg","is",2,0,1,,,,,,,,,,
"1395.png","personnel",2,0,1,"personnel","personnel","personnel","personnel","personnel","personne!","personne!","personne’","personne’","personnel"
"1396.png","a",2,0,1,,,,,,,,,,
"1397.png","the",2,0,1,"the","the","the","the","the",,,,,"the"
"1398.jpeg","of",2,0,1,,,,,,"of","of","ot","ot",
"1399.png",8,2,0,1,,,,,,,,,,
"14.png","statement",2,0,1,,,,,,,,,,
"140.png","Calculate",2,0,1,,,,,,,,"Calculate","Calculate",
"1400.png",12,2,0,1,,,,,,,,,,
"1401.jpeg","do",2,0,1,"do","do","do","do","do","do","do","An","dn","lo"
"1402.jpeg","an",2,0,1,"adn","qn","an","an","adn","qn","qn","aN","aN","adn"
"1403.jpeg","that",2,0,1,"thot","that","thot","thet","that","thot","thot","+h -y4","th -y4","thy cyt"
"1404.jpeg","being",2,0,1,"being","being","being","being","being","being","being","being","being","being"
"1405.jpeg","AGAIN",2,0,1,,,,,,,,"AGAIN","AGAIN",
"1406.png","notes",2,0,1,,,,,,,,,,
"1407.jpeg","{sharing",2,0,1,"{sharing","{sharing","{sharing","{sharing","{sharing","{sharing","{sharing","{sharing","{sharing","{sharing"
"1408.png","Explain",2,0,1,"Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain"
"1409.jpeg","sky",2,0,1,"sky","sky","sky","sky",,"sky","sky",,,
"141.jpeg","WITHOUT",2,0,1,"WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT","WITHOUT"
"1410.png","(1)",2,0,1,,,,,,,,,,
"1411.jpeg","limbs",2,0,1,"limbs","limbs","limbs","limbs","limbs","limbs","limbs","tims","time","limbs"
"1412.png","(10)",2,0,1,,,,,,,,,,
"1413.png","features",2,0,1,"features","features","features","features","features","features","features","features","features","features"
"1414.png",500,2,0,1,,,,,,,,,,
"1415.png","other",2,0,1,,,,,,,,"other","other",
"1416.png","lathis",2,0,1,,,,,,,,,,
"1417.jpeg","well",2,0,1,,,,,,"well","well","well","wel]",
"1418.jpeg","on",2,0,1,"on","on","or","on)","on","Ory","Ory","ron","mon","On"
"1419.jpeg","remarked",2,0,1,"remarked","remarked","remarked","remarked","remarked","remarked","remarked","remarked","remarked","remarked"
"142.png","overcome",2,0,1,,,,,,,,,,
"1420.png","implementation",2,0,1,"implementation","implementation","implementation","implementation","implementation","implementation","implementation","implementation","implementation","implementation"
"1421.jpeg","properly",2,0,1,"properly","properly","oroperly","properly","properly","properly","properly","properly","properly","oroperly"
"1422.png","age",2,0,1,,,,,,"ale","ae","ave","ave",
"1423.jpeg","IF",2,0,1,"IF","IF","IF","IF","IF","IR","IR",,,"TF"
"1424.png","census",2,0,1,,,,,,,,,,
"1425.jpeg","GIRLS",2,0,1,,,,,,,,,,
"1426.jpeg","cause",2,0,1,"Cause","Cause","Cause","Cause","cause","Camse","Camse","Camse","Camse","CAUSE"
"1427.jpeg","( that",2,0,1,,,,,,,,,,
"1428.png","Whistle",2,0,1,,,,,,,,,,
"1429.jpeg","GIRL",2,0,1,"GIRL.","GIRI.","GIRI.","GIRI.","CGIRI.","GIRI.","GIRI.","GITRT.","GITRT.","GIRL."
"143.jpeg","The",2,0,1,,,,,,,,,,
"1430.jpeg","him",2,0,1,"him","him","him","him","him","him","him","him","him","him"
"1431.png","are",2,0,1,,,,,,,,,,
"1432.png","selling.",2,0,1,"SeliIng.","Selling.","Selling.","Selling.","Seling.","selling.","selling.","selling.","selling.","SENG."
"1433.png",12,2,0,1,,,,,,,,,,
"1434.jpeg","{come",2,0,1,"{come","{come","{come","{come","{come","{come","{come","{come","{come","{come"
"1435.jpeg","all",2,0,1,"all","all","all","all","all","all","all",,,"all"
"1436.jpeg","by",2,0,1,"by","by","by","by","by","by","by","by","by","by"
"1437.png","Quantitative",2,0,1,"Quantitative","Quantitative","Quantitative","Quantitative","Quantitative","Quantitative","Quantitative","Quantitative","Quantitative","Quantitative"
"1438.png","stock",2,0,1,,,,,,,,,,
"1439.jpeg","EXCLAIMED",2,0,1,,,,,,,,,,
"144.jpeg","gray",2,0,1,"gray","gray","gray","gray","pray","gray","gray","gray","gray","gray"
"1440.png","(d)",2,0,1,,,,,,,,,,
"1441.jpeg","BUT",2,0,1,"BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT","BUT"
"1442.jpeg","ii",2,0,1,,,,,,,,,,
"1443.jpeg","tell",2,0,1,,,,,,,,,,
"1444.png","characteristics",2,0,1,,,,,,"characteristics","characteristics","characteristics","characteristics",
"1445.jpeg","her",2,0,1,"her","her","her","her","her","her","her","her","her","her"
"1446.jpeg","maybe",2,0,1,"maybe","maybe","maybe","maybe","maybe","maybe","maybe","maybe","maybe","maybe"
"1447.png","Gupta",2,0,1,,"Gupta","Gupta",,"Gupta",,,,,
"1448.png","market.",2,0,1,,,,,,,,,,
"1449.png","under",2,0,1,,,,,"unde","unde","unde","unde","unde",
"145.jpeg","We",2,0,1,"W/e","We","We","We","We","We","We",,,"We"
"1450.jpeg","his",2,0,1,"his","his","his","his","his","his","his","lic","lic","lis"
"1451.jpeg","right",2,0,1,"right","right","right","right",,"right","right","right","right","right"
"1452.jpeg","OF",2,0,1,"OOF","OF","OF","OF","OF","OF","OF","OF","OF","OF"
"1453.jpeg","fight'",2,0,1,"fight’","fight","fight","fight’","fight’","fight’","fight’","fight","fight","fight"
"1454.png","new",2,0,1,,,,,,,,,,
"1455.png","the",2,0,1,,,,,,,,,,
"1456.jpeg","FOREVER",2,0,1,,,,,,"FOREVER","FOREVER","FOREVER","FOREVER",
"1457.png","Commercial",2,0,1,,"Commercial","Commercial",,"Commercial","Commercial","Commercial","Commercia!","Commercia!",
"1458.jpeg","the",2,0,1,,"the","the",,"the","the","the","the","the",
"1459.png","regarding",2,0,1,"regarding","regarding","regarding","regarding","regarding","regarding","regarding","regarding","regarding","regarding"
"146.jpeg","or",2,0,1,"or","or","or","or","or","or","or",,,"or"
"1460.jpeg","rushed",2,0,1,"rushed","rushed","rushed","rushed","rushed","rushed","rushed","rushed","rushed","rushed"
"1461.png","(2)",2,0,1,,,,,,,,,,
"1462.png","Professional",2,0,1,"Professional!","Professiona!","Professiona!","Professional!","Professional!","Professiona!","Professiona!","Professiona!","Professiona!","Professional!"
"1463.jpeg","fluent",2,0,1,"Auent","fruent","floyent","Auent","fluent","Flryent","Flryent","4lieant","4lieant","Fluent"
"1464.jpeg","( in",2,0,1,"(in",,,"(in","(in",,,"(in","(in","(in"
"1465.jpeg","on",2,0,1,"On","On","On","On","ON","On","On","On","On","On"
"1466.png","of",2,0,1,"ot","ot","ot","ot","ot","of","of","oft","oft","ot"
"1467.jpeg","Conrad",2,0,1,,"Conrad","Conrad",,"Conrad","Conrad","Conrad","Conrad","Conrad",
"1468.png","and",2,0,1,"and","ang","ang","~14816","and","and","and","ANG","ANC","and"
"1469.png","Needs",2,0,1,,,,,,,,,,
"147.png","(c)",2,0,1,,,,,,,,,,
"1470.png","company",2,0,1,"Company","company","company","company","Company","company","company","company","company","COMpANRY"
"1471.png","What",2,0,1,,,,,,,,,,
"1472.jpeg","generally",2,0,1,"generally","generally","generally","generally","generally","generally","generally","generally","generally","generally"
"1473.png","(Amendment)",2,0,1,"(Amendment)","(Amendment)","(Amendment)","(Amendment)","(Amendiment)","(Amendment)","(Amendment)",,,"(Amendment)"
"1474.png","society",2,0,1,"society","society","society","society","society","society","society","society","society","society"
"1475.jpeg","reason",2,0,1,"reason","reason","reason","reason","reason","Treasot)","Treasot})","Teasgof}t)","TeaASsSOo?t)","reason"
"1476.jpeg","or",2,0,1,"or","or","or","or","or","or","or",,,"or"
"1477.png","rights",2,0,1,"rignts","rignts","rignts","rignts","rignts","rignts","rignts","rignts","rignts","rignts"
"1478.jpeg","until",2,0,1,"until","until","until","until","until","until","until","until","until","until"
"1479.png","consultancy",2,0,1,"consultancy","consultancy","consultancy","consultancy","consultancy","consultancy","consultancy","consultancy","consultancy","consultancy"
"148.jpeg","tines",2,0,1,"tines","fines","fines","fines","tines","tines","fines","tines","tines","tines"
"1480.png","of",2,0,1,"of","Of","Of","re) |","of",,,,,"Of"
"1481.png","a",2,0,1,,,,,,,,,,
"1482.png","What",2,0,1,,,,,,,,,,
"1483.png","following",2,0,1,"foliowind","following","following","foliowing","following","following","following","following","following","following"
"1484.png","(4)",2,0,1,,,,,,,,,,
"1485.png",1,2,0,1,,,,,,,,,,
"1486.jpeg","in",2,0,1,,,,,,,,,,
"1487.png","Con.",2,0,1,,"con.","con.",,"Con.","“on.","“on.","“oan.","“oan.",
"1488.png","(b)",2,0,1,,,,,,,,,,
"1489.jpeg","of",2,0,1,,,,,,,,,,"of"
"149.png","(a)",2,0,1,,,,,,"{a)","{a)","{a)","{a)",
"1490.jpeg","KNOW",2,0,1,,,,,,,,,,
"1491.jpeg","some",2,0,1,"Some","some","Some","Some","Some","CcOme","Come","LCOmMme","LCOmMme","SOmMme"
"1492.jpeg","her",2,0,1,"her","her","her","her","her","her","her","her","her","her"
"1493.jpeg","rubiesbut",2,0,1,"rubiesbut","rubtesbut","rubtesbut","rubiesbut","rubtesbut","rubteshbut","ruhbteshbut","rubtreshut","rubtreshut","rubies but"
"1494.jpeg","ones",2,0,1,"ones","ones","ones","ones","ones","ones","ones","ones","ones","ones"
"1495.png",4,2,0,1,,,,,,,,,,
"1496.jpeg","thing",2,0,1,,,,,,"thing","thing","thing","thing",
"1497.jpeg","ends",2,0,1,,,"ends",,"ends",,,,,"ends"
"1498.png","commented",2,0,1,"commented","commented","commented","commented","commented","commented","commented","commented","commented","commented"
"1499.png","problems",2,0,1,,,,,,,,,,
"15.jpeg","asked",2,0,1,"asked","asked","asked","asked","asked",,,,,"asked"
"150.png","of",2,0,1,"Ot","Of","Of","Ot","Ot","Of","Of","Ot","Ot","Ct"
"1500.png","India",2,0,1,,,,,"India",,,,,"India"
"1501.png","this",2,0,1,"this",,,,"this",,,,,"this"
"1502.png","the",2,0,1,,"tne","tne","tne","tne","the","tne","the","the","tne"
"1503.jpeg","desk",2,0,1,"desk","desk","desk","desk","desk","desk","desk","desk","desk","desk"
"1504.png","(c)",2,0,1,"(c)","(c)","(c)","(c)","(c)",,,,,"(c)"
"1505.jpeg","ROMAN",2,0,1,"ROMAN","ROMAN","ROMAN","ROMAN","ROMAN","ROMAN","ROMAN","ROMAN","ROMAN","ROMAN"
